SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,fillseq,fillseqsync,fillseqbatch,fillrandom,fillrandsync,fillrandbatch,overwrite,overwritebatch,readrandom,readseq,fillrand100K,fillseq100K,readseq,readrand100K,fillseq,fillseqsync,fillseqbatch,fillrandom,fillrandsync,fillrandbatch,overwrite,overwritebatch,readrandom,readseq,fillrand100K,fillseq100K,readseq,readrand100K,fillseq,fillseqsync,fillseqbatch,fillrandom,fillrandsync,fillrandbatch,overwrite,overwritebatch,readrandom,readseq,fillrand100K,fillseq100K,readseq,readrand100K,fillseq,fillseqsync,fillseqbatch,fillrandom,fillrandsync,fillrandbatch,overwrite,overwritebatch,readrandom,readseq,fillrand100K,fillseq100K,readseq,readrand100K,fillseq,fillseqsync,fillseqbatch,fillrandom,fillrandsync,fillrandbatch,overwrite,overwritebatch,readrandom,readseq,fillrand100K,fillseq100K,readseq,readrand100K,fillseq,fillseqsync,fillseqbatch,fillrandom,fillrandsync,fillrandbatch,overwrite,overwritebatch,readrandom,readseq,fillrand100K,fillseq100K,readseq,readrand100K,fillseq,fillseqsync,fillseqbatch,fillrandom,fillrandsync,fillrandbatch,overwrite,overwritebatch,readrandom,readseq,fillrand100K,fillseq100K,readseq,readrand100K
1,1,0,1,1,0,1,0,0,1,1,0,0,1,10.809,2517.5,4.657,17.667,2551.6,13.693,21.627,19.071,6.42,2.46,443.78,429.79,61.758,69.012,10.748,2479.7,4.728,17.876,2538.8,13.841,21.792,19.351,6.466,2.484,446.6,430.47,62.038,69.323,10.067,2932.6,2.481,16.94,3035.4,10.864,21.558,17.987,5.401,2.308,199.66,200.54,32.753,32.919,10.864,2483.7,4.66,17.858,2546.2,13.891,21.941,19.459,6.559,2.522,448.96,434.05,61.326,70.275,18.609,14667,7.866,31.34,14247,20.47,40.671,39.745,11.564,3.56,707.59,715.96,127.13,131.08,18.429,16878,3.981,36.042,16522,17.199,60.867,54.165,10.773,3.884,378.46,391.77,79.831,74.588,10.515,9226.6,4.559,24.856,24290,15.945,216.71,993.64,6.324,2.391,415.26,2304.7,57.517,63.814
0,0,0,0,1,0,0,0,1,1,1,0,1,1,10.641,2493.1,4.617,17.711,2541.6,13.612,21.658,18.955,6.241,2.386,448.11,433.09,60.856,69.01,10.625,2487.4,4.57,17.395,2552.7,13.542,21.3,18.868,6.234,2.389,442.21,439.45,61.003,68.464,9.901,2922.4,2.373,16.571,3022.6,10.817,21.278,17.751,5.711,2.235,198.91,200.56,31.313,31.397,10.728,2500.1,4.651,17.521,2552.2,13.679,21.591,19.525,6.372,2.45,442.52,431.93,61.759,68.417,18.199,14664,7.644,28.633,14521,19.986,40.492,34.107,10.913,3.513,694.89,713.1,124.46,127.45,18.45,16911,3.88,28.614,17292,17.028,69.949,48.658,11.142,5.45,389,394.81,80.267,74.41,10.412,9363.2,4.5,23.908,12333,21.315,168.74,871.84,6.368,2.505,439.29,2005,58.462,63.95
0,1,1,0,0,0,0,1,0,1,0,1,1,1,13.498,2517.3,5.153,20.449,2552.4,14.255,24.763,19.567,6.211,2.41,448.8,437.19,61.295,68.592,13.56,2503.3,5.162,20.78,2550.5,14.243,24.75,19.819,6.297,2.409,443.67,432.83,63.675,70.943,11.689,2939.2,2.629,18.279,3029.4,11.125,23.057,17.929,5.39,2.253,204.81,206.2,30.762,31.702,13.552,2524.3,5.155,20.847,2579.5,14.148,24.404,19.89,6.321,2.429,443.56,432.06,62.473,68.514,22.579,13952,8.818,32.901,13686,21.148,43.954,39.065,11.027,3.454,709.86,725.11,127.26,131.28,21.269,16287,4.495,46.445,15955,17.602,81.837,72.053,15.838,3.764,382.79,409.31,80.515,74.641,13.041,8345.6,5.301,20.479,11841,16.534,164.91,835.6,6.219,2.46,427.27,2041.2,60.71,65.665
1,0,1,0,0,1,0,0,1,0,1,0,0,0,10.778,2510.7,4.559,17.432,2556,13.615,21.403,19.018,6.296,2.389,444.88,426.75,62.274,68.51,11.513,2507,4.573,18.345,2538.2,13.632,22.341,19.183,6.412,2.444,447.83,436.72,61.676,68.671,9.835,2919.7,1.97,16.252,3001.7,10.379,21.007,17.066,4.879,2.217,199.64,199.59,31.622,32.827,10.824,2500.8,4.671,17.633,2518.2,13.724,21.666,19.49,6.452,2.448,451.19,437.19,61.815,68.789,18.369,14556,7.595,28.135,14733,20.098,39.26,39.624,11.336,3.375,705.58,707.92,124.72,128.67,17.711,17647,3.316,33.071,17323,16.28,48.518,55.944,9.591,3.772,374.4,389.08,80.189,74.087,10.275,9209.7,4.541,28.559,12309,21.383,127.62,757.94,6.122,2.298,412.78,1755,56.32,60.908
0,1,0,1,1,1,0,0,1,0,1,0,0,0,10.616,2500,4.488,17.476,2540.1,13.477,21.471,19.037,6.375,2.481,444.96,431.21,61.959,67.981,10.987,2500.1,4.492,17.942,2521.2,13.578,21.884,18.989,6.312,2.505,446.78,433.67,63.096,70.716,9.6,2929,1.961,16.152,3005.9,10.356,20.829,17.339,4.949,2.126,200.75,201.11,31.082,31.127,10.64,2492.7,4.495,17.593,2543.3,13.533,21.785,19.575,6.394,2.445,454.85,433.99,61.074,68.165,18.336,14623,7.689,28.928,14374,20.063,41.94,38.635,11.206,3.508,712,714.86,126.78,130.26,17.837,17242,3.247,27.999,17241,16.364,65.797,50.733,12.732,3.693,374.61,395.85,79.847,74.01,10.47,9218.3,4.624,24.155,12426,17.71,167.59,884.54,6.537,2.577,427.29,1982.6,57.581,64.382
0,1,1,0,0,0,1,0,0,1,1,0,1,1,10.414,2518,4.461,17.249,2572.4,13.503,21.315,19.187,6.343,2.439,443.94,433.57,61.206,68.064,10.472,2495.4,4.482,17.412,2526.2,13.548,21.64,19.197,6.408,2.396,448.47,440.92,61.82,68.309,10.16,2942.8,2.343,16.721,3000.5,10.826,21.403,17.607,5.846,2.231,200.06,199.29,31.872,33.371,10.456,2491.3,4.518,17.358,2541.6,13.503,21.323,19.262,6.468,2.463,446.78,435.17,61.834,70.252,18.138,14491,7.406,27.887,14361,19.909,38.67,34.161,10.503,3.486,714.22,704.7,126.16,129.89,18.485,17315,3.977,28.876,17750,17.176,54.856,52.179,10.251,3.728,376.35,394.67,80.593,74.397,10.225,9178.2,4.462,27.1,12347,16.152,167.59,810.77,6.294,2.292,404.79,2093.4,60.011,63.743
1,0,0,1,1,0,1,1,0,1,0,1,1,1,13.806,2540.2,5.188,20.711,2539.1,14.24,24.707,19.818,6.37,2.42,452.34,439.76,60.925,68.416,13.804,2513.3,5.197,20.845,2549,14.346,24.914,19.842,6.4,2.422,447.26,435.15,61.924,67.979,11.69,2923.4,2.688,18.404,3026.7,11.196,23.218,18.021,5.298,2.14,208.13,206.55,30.688,31.078,14.018,2518.5,5.301,21.121,2575.4,14.38,25.458,20.215,6.481,2.419,450.72,436.01,63.069,71.161,22.69,14034,8.959,37.393,13604,21.582,44.385,43.509,11.26,3.598,707.53,722.04,125.68,129.83,21.148,16622,4.693,40.446,16268,17.898,48.043,57.238,11.272,3.714,390.01,405.55,80.318,74.288,13.042,8478.5,5.267,23.505,11852,16.92,185.04,821.88,6.047,2.24,436.34,2136.2,58.244,63.737
1,0,1,1,0,1,0,1,1,0,1,1,1,1,13.608,2520.2,5.129,20.791,2571,14.012,24.543,19.686,6.284,2.405,451.95,440.91,61.384,68.988,13.603,2479.3,5.101,20.655,2548.1,14.097,24.586,19.586,6.245,2.392,445.62,436.76,60.913,68.34,11.182,2932.2,2.213,17.948,3048.7,10.705,23.328,17.686,4.929,2.214,205.7,204.07,31.82,32.692,13.742,2528.2,5.113,21.364,2554.2,14.437,25.626,20.142,6.457,2.489,452.45,437.08,61.233,69.106,22.375,14156,8.823,33.095,13525,21.301,45.973,37.941,11.585,3.426,707.05,720.12,127.42,131.06,20.15,16551,3.7,44.726,16154,16.924,55.007,56.633,9.528,3.785,388.74,398.81,80.33,73.77,12.537,8491.6,5.295,20.652,11886,20.848,174.03,923.26,6.129,2.248,422.03,2072.5,59.301,64.223
0,0,1,1,1,0,1,1,1,1,1,0,1,1,10.546,2504.8,4.566,17.897,2544.4,13.631,21.726,19.23,6.191,2.398,443.51,429.86,63.808,71.499,10.546,2477.9,4.503,17.303,2524.7,13.521,21.486,19.052,6.275,2.402,446.5,431.88,63.609,68.685,9.858,2924.4,2.344,16.47,3020.3,10.824,21.223,17.774,5.415,2.258,196.92,199.28,32.427,32.595,10.622,2475.6,4.474,17.718,2525.3,13.601,21.8,19.461,6.305,2.429,442.54,429.94,62.891,68.641,18.302,15142,7.737,32.302,14329,20.229,39.782,41.964,11.384,3.57,708.58,717.84,125.81,129.61,18.187,17375,3.886,28.294,17503,16.92,45.371,58.55,16.804,3.723,372.22,392.06,79.888,74.057,10.382,9324.9,4.6,26.662,12311,16.184,218.1,856.07,6.412,2.432,436.95,1877.7,60.966,65.569
1,0,1,1,1,0,1,1,1,0,0,0,0,0,10.711,2519.3,4.553,17.569,2559.1,13.526,21.39,18.854,6.278,2.399,442.21,428.72,60.623,67.77,10.708,2490.3,4.607,17.609,2522.9,13.662,21.833,19.208,6.452,2.463,444.65,430.6,62.525,70.863,10.015,2905,2.01,16.564,2995.6,10.364,21.207,17.328,5.014,2.227,203.56,202.32,30.997,31.192,10.768,2513.2,4.577,17.608,2536.4,13.605,22.038,19.37,6.446,2.444,449.39,432.1,61.563,69.429,18.36,14644,7.825,35.294,14201,20.214,38.887,39.408,11.305,3.606,707.97,715.31,128.65,133.2,17.677,17310,3.234,28.918,17676,16.312,55.391,57.996,10.575,3.758,376.04,389.7,79.691,73.853,10.222,11253,4.676,20.296,12515,15.867,161.02,811.5,6.133,2.375,404.62,2002.7,57.419,63.799
1,0,1,1,1,1,0,0,0,0,1,0,1,0,10.552,2507.9,4.503,17.415,2541,13.519,21.504,18.9,6.224,2.381,454.38,435.74,61.485,68.026,10.737,2481.3,4.428,17.757,2543.9,13.569,22.019,18.875,6.407,2.414,441.8,428.58,62.055,69.117,9.524,2921.2,1.949,16.12,3004.3,10.375,20.976,17.568,5.212,2.393,197.95,197.71,31.713,33.121,10.64,2507.4,4.446,17.496,2527.7,13.529,21.49,19.064,6.203,2.428,447.12,431.37,62.1,68.318,18,14734,7.517,27.852,14601,19.937,39.845,38.273,10.879,3.451,702.23,707.65,125.69,129.93,17.408,16830,3.171,27.61,16714,16.273,56.798,67.391,14.355,3.715,374.73,388.7,79.974,73.954,10.346,9156.8,4.487,18.39,12432,16.664,133.92,899.06,6.324,2.427,449.47,1980.8,61.68,64.772
0,0,1,0,0,0,1,1,0,1,0,1,1,0,13.648,2510.8,5.229,20.657,2551.4,14.262,24.597,19.579,6.246,2.39,443.02,431.26,61.751,68.979,13.927,2507.5,5.229,21.092,2556,14.391,25.139,19.818,6.275,2.385,445.79,435.48,62.714,69.397,11.596,2932.7,2.65,18.581,3026.3,11.081,23.066,17.979,5.778,2.214,204.1,205.56,31.219,31.797,14.108,2495,5.211,21.296,2543.8,14.416,25.397,20.144,6.435,2.435,448.7,437.49,62.414,69.052,22.696,14076,8.867,34.064,13831,21.465,46.463,36.214,10.908,3.497,710.25,718.56,126.26,130.23,21.198,16154,4.604,44.197,16393,17.694,71.186,60.418,11.997,3.736,379.92,396.83,80.464,74.627,13.057,8409.8,5.319,20.788,11891,21.728,170.8,942.12,5.984,2.228,421.68,2007.2,57.846,62.9
1,1,1,0,1,1,1,1,0,0,0,1,1,1,13.704,2519.9,5.175,20.574,2564.8,14.145,24.563,19.596,6.155,2.392,456.14,434.14,62.872,69.319,13.592,2504,5.188,20.468,2533.1,14.153,24.512,19.743,6.247,2.43,459.16,444.54,63.027,69.011,11.194,2924.9,2.213,17.926,3021.9,10.671,22.792,17.587,4.92,2.152,204.19,203.4,31.739,33.146,13.724,2506.3,5.21,20.801,2540.3,14.245,25.103,20.205,6.254,2.448,447.8,436.85,64.358,71.192,22.495,14022,8.741,37.685,13838,21.158,44.107,36.322,10.825,3.49,708.02,720.96,128.88,132.18,20.061,16804,3.948,36.115,16510,17.183,54.639,69.082,13.909,3.738,388.01,401.44,80.123,73.89,12.701,8466.1,5.319,20.284,11838,17.307,176.58,890.86,6.026,2.429,432.21,2058,58.106,66.058
0,1,0,1,0,1,1,0,1,0,1,0,1,1,10.817,2497.7,4.522,17.706,2549.1,13.543,21.462,19.226,6.235,2.447,446.93,432.87,60.915,68.787,10.641,2489.2,4.557,17.432,2558,13.457,21.144,18.776,6.22,2.372,443,429.14,61.008,68.506,9.501,2913.9,1.946,16.058,3034.9,10.375,20.642,17.471,5.154,2.216,198.29,199.68,31.012,31.383,10.541,2478,4.536,17.661,2538.7,13.599,21.326,19.262,6.814,2.605,444.45,429.67,62.427,68.326,18.152,14677,7.563,27.99,14452,19.937,39.365,35.434,11.117,3.383,700.49,709.84,126.62,128.81,17.296,16977,3.031,27.483,17049,16.243,61.179,39.039,10.135,3.72,371.7,389.73,80.081,73.514,10.687,9284.8,4.45,27.866,12302,18.734,180.59,806.67,6.213,2.493,421.54,2018.2,58.908,64.415
0,1,1,1,0,0,0,0,1,1,1,0,0,0,10.901,2500.8,4.605,17.662,2560.9,13.609,21.56,19.222,6.433,2.468,450.21,438.24,62.333,69.537,10.8,2491.9,4.602,17.733,2532.7,13.655,21.83,19.126,6.408,2.401,444.77,430.61,63.701,71.847,10.161,2948.6,2.405,16.821,3029.3,10.925,21.459,17.789,5.36,2.223,198.07,198.75,31.658,32.345,10.743,2493.5,4.576,17.626,2553.2,13.629,21.908,19.542,6.45,2.464,533.98,429.94,62.289,71.592,18.688,14688,7.905,34.46,14292,20.19,40.082,40.137,11.29,3.459,695.43,709.75,125.78,129.23,18.521,16955,3.929,35.72,17369,17.387,56.643,52.578,11.656,3.737,379.35,394.94,80.169,74.495,10.295,9205.9,4.559,26.991,12300,19.232,183.22,863.29,6.247,2.247,448.39,2036.5,57.724,63.153
0,1,0,1,0,1,0,1,0,0,0,0,1,1,11.029,2502.3,4.493,17.267,2545.1,13.425,21.375,18.964,6.238,2.432,447.37,431.29,62.051,68.476,10.666,2477.9,4.49,17.529,2537.4,13.378,21.27,19.054,6.242,2.438,441.09,431.68,62.483,68.611,9.553,2911.5,1.925,15.984,3013.2,10.317,20.86,17.153,5.214,2.239,196.5,199.4,31.491,32.725,10.414,2499.1,4.632,17.278,2534.1,13.494,21.32,19.202,6.24,2.434,448.79,436.07,63.137,72.322,18.148,14615,7.551,28.108,14565,19.822,38.595,38.239,11.437,3.5,704.8,706.52,123.91,128.11,17.444,17122,3.244,27.638,17132,16.104,49.2,49.32,12.484,3.658,371.2,388.37,79.779,74.011,10.121,9288.7,4.419,24.474,12313,21.914,172.08,814.2,6.472,2.32,432.75,2028,60.18,65.785
1,1,0,0,1,0,0,1,0,0,0,1,1,0,13.73,2516.6,5.428,20.808,2557.4,14.21,24.859,19.698,6.216,2.409,452.79,431.97,63.456,70.774,13.771,2501.6,5.522,20.661,2552.3,14.296,24.492,19.547,6.215,2.408,450.77,438.88,63.601,69.97,11.358,2934.9,2.225,18.352,3049.8,10.725,22.785,17.3,4.783,2.08,207.84,206.81,31.677,31.319,13.711,2500.7,5.659,20.902,2540.9,14.268,25.114,20.007,6.286,2.453,449.62,434.5,62.859,68.543,22.308,13942,8.74,32.305,13613,21.163,42.02,39.798,11.332,3.714,710.38,722.36,125.73,128.11,20.063,16318,3.744,33.774,16449,16.894,56.708,42.477,17.06,3.711,389.11,400.95,80.269,73.854,12.583,8460.5,5.147,24.401,11853,16.463,170.13,867.63,6.302,2.397,416.26,1957.7,56.616,62.7
0,1,0,1,1,0,0,0,1,0,1,0,0,1,10.834,2514.2,4.508,17.685,2553.6,13.511,21.593,18.86,6.349,2.43,442.43,435.42,60.696,68.271,10.706,2474.1,4.521,17.434,2561,13.577,21.557,18.877,6.307,2.38,445.5,428.24,62.262,70.444,9.507,2921.9,1.956,16.107,3002.3,10.508,20.727,17.376,4.922,2.247,196.99,198.63,31.807,32.446,11.104,2469.1,4.569,18.058,2545.2,13.714,22.314,19.511,6.345,2.432,463.93,448.02,62.03,68.826,18.512,14534,7.63,28.771,14297,20.005,39.373,34.559,11.51,3.367,707.78,708.19,124.97,128.53,17.831,17158,3.235,27.964,17498,16.251,61.019,41.209,10.637,3.72,375.81,393.99,80.029,74.125,10.241,9208.4,4.556,23.15,12392,15.707,168.59,803.85,6.241,2.261,419.93,2069.9,59.256,63.999
0,1,1,0,0,1,1,0,0,1,0,0,0,0,11.13,2512,4.594,18.014,2567.9,13.584,21.841,18.831,6.423,2.438,448.06,433.85,62.112,69.264,10.801,2501,4.611,17.475,2546.1,13.571,21.504,19.185,6.393,2.448,442.64,432.39,61.855,68.833,10.004,2931.3,2.369,16.726,3006,10.822,21.45,17.691,5.451,2.201,197.12,198.17,31.549,32.32,10.824,2503.3,4.606,17.987,2549.9,13.797,21.702,19.365,6.431,2.452,450.24,436.84,62.315,69.606,18.515,14557,7.748,31.425,14140,20.133,40.438,34.788,11.044,3.544,702.99,710.81,127.18,130.21,18.544,17545,3.934,33.796,17125,17.184,50.986,50.989,13.119,3.684,376.97,392.85,80.059,74.593,10.227,9347.1,4.702,24.929,12347,16.24,181.95,829.16,6.06,2.24,415.72,2066.1,57.886,62.511
0,0,1,1,1,1,1,0,0,1,0,1,1,1,13.738,2527.3,5.65,20.923,2552.1,14.381,24.808,19.628,6.32,2.399,451.05,438.12,61.034,68.785,14.446,2493.7,5.287,21.476,2564.4,14.318,25.305,19.711,6.516,2.39,450.48,438.07,62.081,69.113,11.398,2953.9,2.635,18.244,3046.6,11.111,23.335,18.282,5.255,2.236,205.24,205.75,31.129,32.251,13.732,2512.7,5.22,20.877,2565.8,14.257,24.774,19.875,6.398,2.439,452.22,439.52,61.564,68.877,22.707,13873,9.085,34.304,14220,21.507,46.257,38.637,10.924,3.591,706.38,728.42,126.5,129.44,20.895,16464,4.415,38.335,16409,17.607,60.984,65.915,10.575,3.878,381.62,395.94,80.894,75.77,13.539,8359.5,5.126,22.182,11954,15.338,164.24,832.11,6.521,2.34,450.23,2044.4,58.774,64.944
1,0,1,1,1,1,0,1,0,1,0,0,0,1,10.909,2507.4,4.666,17.91,2574.2,13.729,21.892,19.15,6.329,2.392,445,434.16,61.539,68.822,10.932,2485.7,4.705,17.885,2533.3,13.653,21.79,19.068,6.347,2.388,443.55,430.77,61.736,69.117,9.937,2938,2.404,16.645,3032.2,10.899,21.58,17.851,5.341,2.216,202.45,201.02,31.261,31.921,11.041,2483.4,4.724,18.051,2525.8,13.76,22.026,19.583,6.444,2.435,444.83,430.41,62.546,71.059,18.68,15031,7.95,28.777,14542,20.451,41.46,36.209,11.467,3.486,708.26,718.17,127.07,130.06,18.475,17554,3.931,35.227,17489,17.143,43.029,45.735,11.792,3.795,374.15,389.1,80.189,74.556,10.619,9231.6,4.564,23.066,12311,21.84,233.76,820.22,6.023,2.214,426.7,2092.3,59.467,64.59
1,1,1,0,1,0,1,0,1,1,0,0,0,0,10.888,2517.3,4.627,17.684,2568,13.649,21.716,19.131,6.266,2.397,556.69,433.88,62.978,69.175,10.743,2484.6,4.623,17.683,2529.5,13.692,21.784,19.249,6.383,2.461,444.4,428.57,62.586,69.012,9.955,2903,2.412,16.683,3041.9,10.895,21.282,17.681,5.368,2.124,201.96,202.28,30.752,31.708,11.192,2498.9,4.625,18.323,2541.3,13.756,22.146,19.489,6.493,2.479,448.28,431.72,64.317,70.661,18.642,14426,7.804,33.724,14574,20.554,40.552,36.473,11.732,3.779,710.11,708.9,127.53,130.91,18.681,17362,4.107,29.104,17394,17.354,57.209,45.473,16.778,3.715,381.19,395.29,80.358,74.766,10.421,9227.3,4.533,23.665,12410,14.719,169.38,897.56,6.296,2.278,418.61,2026,60.618,69.061
1,0,0,0,1,1,0,1,1,0,1,1,1,1,13.973,2501.9,5.222,20.483,2551,14.205,24.725,19.699,6.201,2.424,445.38,433.85,61.98,68.405,13.647,2490,5.217,20.498,2533.4,14.214,24.596,19.591,6.227,2.409,452.28,438.8,61.526,68.5,11.426,2942.3,2.216,18.14,3047.9,10.703,23.131,17.56,4.895,2.299,204.23,204.28,31.106,31.782,13.618,2496.8,5.241,20.522,2547.8,14.309,24.613,19.971,6.299,2.434,450.55,436.19,64.572,71.125,22.651,13928,8.865,32.989,13447,21.463,45.524,40.332,11.365,3.623,711.84,716.34,126.34,129.8,19.9,16592,3.79,40.175,16486,16.969,65.081,42.065,11.656,3.716,384.82,403.15,80.457,73.844,12.752,8592.4,5.108,21.414,11891,16.406,137.41,836.64,6.658,2.713,416.14,1991.3,59.062,64.094
0,1,1,0,1,1,1,1,1,1,1,0,1,1,10.785,2494.9,4.496,17.503,2544.1,13.458,21.447,19.053,6.403,2.418,450.77,437.75,61.434,68.51,10.735,2491.1,4.473,17.819,2550.1,13.509,21.493,18.91,6.441,2.495,441.84,431.63,62.341,68.547,9.838,2931.3,2.355,16.64,3038.4,10.942,21.577,17.794,5.443,2.219,199.3,198.83,32.143,32.991,10.982,2478.8,4.489,17.787,2523,13.649,21.86,19.428,6.414,2.44,452.67,440.71,63.712,70.994,18.075,14509,7.487,27.863,14250,19.943,38.357,33.416,11.838,3.466,702.4,703.57,125.26,128.49,18.386,17820,3.868,28.505,17146,17.037,48.374,43.72,16.285,3.72,370.16,391.07,80.254,74.594,10.309,9457.2,4.494,21.816,12322,19.928,205.42,829.44,6.059,2.23,412.26,1901.2,57.947,63.444
0,0,1,0,1,1,1,1,1,0,1,1,0,1,13.477,2518.1,5.075,20.387,2564.7,14.088,24.452,19.81,6.295,2.414,442.83,436.39,62.771,70.939,13.463,2492.7,5.077,20.296,2554.7,14.028,24.467,19.901,6.212,2.401,444.36,433.99,62.954,70.915,11.247,2960.4,2.241,17.97,3031.5,10.691,22.636,17.811,4.994,2.136,204.03,205.72,32.029,31.268,13.694,2496.5,5.081,20.935,2556.8,14.118,25.322,19.903,6.324,2.434,445.67,431.75,61.59,68.569,22.729,13814,8.619,39.156,13421,21.403,45.395,38.968,11.205,3.517,712.35,723.93,126.14,130.02,20.183,16560,3.697,42.458,16243,16.963,56.652,68.371,10.698,4.015,385.59,396.55,80.093,74.905,14.032,8306.1,5.269,22.542,11841,18.39,193.65,886.01,6.164,2.245,418.64,2114.6,60.248,63.115
0,0,1,1,1,0,0,1,1,1,0,1,1,1,13.741,2536.4,5.241,21.059,2587.7,14.431,24.654,19.761,6.253,2.385,441.01,438.15,61.505,68.566,14.014,2497.4,5.367,21.108,2548.6,14.548,25.221,20.068,6.572,2.44,445.4,431.93,61.125,69.212,11.588,2932.6,2.645,18.233,3029.7,11.082,23.038,18.032,5.262,2.212,204.39,206.54,30.418,31.297,13.896,2492.7,5.278,20.988,2543.7,14.571,25.103,19.993,6.456,2.448,451.05,439.19,61.086,68.621,22.605,13618,8.968,39.527,13357,21.492,44.639,34.975,11.184,3.54,708.4,714.29,126.22,128.27,21.164,16685,4.344,42.907,16231,17.752,71.697,39.63,10.414,3.877,383.52,397.46,81.06,75.551,12.746,8502.4,5.289,21.869,11843,17.563,193.79,806.16,6.204,2.334,436.51,2032.8,59.619,65.425
0,0,0,0,1,0,1,1,0,1,0,0,0,0,10.656,2512.9,4.556,17.463,2539.9,13.548,21.356,18.912,6.306,2.396,444.23,432.36,60.029,68.386,10.781,2487.3,4.579,17.64,2512.9,13.578,21.544,19.116,6.297,2.381,445.27,432.6,60.982,69.132,10.036,2924.7,2.4,16.627,2992.3,10.937,21.275,17.918,5.409,2.217,202.2,204,31.972,33.18,10.749,2499,4.666,17.95,2544.5,13.695,21.975,19.445,6.477,2.435,454.07,441.65,63.105,69.383,18.565,13992,7.88,28.175,13637,20.235,41.477,36.141,11.569,3.429,710.52,713.4,125.78,130.22,18.642,17831,4.042,34.9,17343,17.241,44.022,51.286,11.17,3.759,378.61,393.94,80.144,74.543,10.52,9252.5,4.532,28.713,12311,19.3,162.42,868.36,5.993,2.25,422.29,2080.6,58.088,63.561
1,1,1,1,1,1,1,1,0,0,0,0,1,1,11.05,2517.4,4.543,18.114,2555.5,13.71,22.284,19.329,6.393,2.419,449.07,430.64,62.162,68.826,10.644,2486.8,4.555,17.484,2525.3,13.525,21.476,19.236,6.168,2.389,444.14,432.08,61.832,68.458,9.473,2921.6,1.954,16.178,2994.3,10.395,20.722,17.365,4.857,2.102,200.28,197.88,31.023,31.064,10.667,2505.6,4.544,17.473,2515.6,13.592,21.431,19.351,6.277,2.456,446.36,431.63,62.507,68.233,18.197,14218,7.673,33.871,13839,20.03,40.873,35.502,11.208,3.466,708.45,722.45,127.67,131.75,17.529,17483,3.155,37.681,17527,16.316,58.528,43.532,10.733,3.901,375.53,392.68,80.129,73.782,10.029,9292.3,4.438,25.748,12433,17.57,143.28,869.53,6.431,2.415,419.97,2050.9,59.704,64.558
0,0,1,1,0,0,0,1,1,0,0,0,1,1,10.797,2494.9,4.5,17.604,2554.8,13.512,21.605,18.82,6.308,2.396,441.37,429.55,61.922,68.366,10.61,2472.5,4.503,17.286,2536.1,13.51,21.324,19.051,6.355,2.438,446.54,432.67,60.55,67.988,9.963,2908.9,1.939,16.427,3007.1,10.294,20.87,17.187,4.882,2.138,201.19,205.72,31.829,31.512,10.786,2502.2,4.52,17.75,2523.8,13.558,21.825,19.223,6.437,2.492,448.12,435.43,61.533,68.727,18.29,14274,7.372,34.451,14165,19.766,39.806,35.888,10.63,3.47,702.34,711.59,127.07,129.49,17.663,18005,3.044,27.891,17224,16.159,69.684,47.104,17.932,3.725,374.81,395.91,80.491,74.04,10.323,9251.1,4.511,27.404,12409,21.409,185.71,805.14,6.564,2.414,415.65,2039.1,56.849,62.441
0,0,1,0,1,1,1,0,1,1,1,1,0,0,13.631,2515.5,5.191,20.694,2580.6,14.305,24.602,19.761,6.258,2.388,445.54,432.96,63.813,72.042,13.622,2499.1,5.181,20.949,2538.1,14.233,24.529,19.522,6.257,2.387,450.48,433.86,63.62,71.663,11.626,2952.1,2.678,18.423,3017.5,11.109,23.39,17.961,5.509,2.202,203.43,206.13,31.508,31.329,13.721,2507.6,5.204,20.85,2539.2,14.439,25.128,20.202,6.403,2.441,447.5,439.11,62.069,71.504,22.516,13928,8.974,32.625,13507,21.321,49.376,36.798,11.494,3.493,705.7,716.36,125.47,129.19,21.142,16684,4.31,42.899,16336,17.763,69.842,52.646,13.203,3.79,388.22,404.7,80.731,74.858,12.836,8428,5.125,24.362,11929,17.54,151.18,849.28,6.517,2.351,413.15,2093.6,58.11,63.862
0,1,0,1,1,0,0,0,1,1,0,0,1,1,10.945,2507.9,4.535,17.955,2528.1,13.861,22.197,19.747,6.811,2.711,442.03,430.52,64.797,71.078,10.654,2474.3,4.535,17.557,2519.8,13.642,21.555,19.227,6.366,2.404,449.14,432.28,62.101,68.844,9.935,2926.5,2.412,16.647,3009.7,10.906,21.236,17.797,5.32,2.094,199.93,201.03,31.579,33.132,10.746,2468.9,4.525,17.813,2497.5,13.701,21.669,19.431,6.502,2.463,445.07,432.56,64.057,71.557,18.256,14427,7.608,27.878,14268,20.114,42.273,33.972,11.208,3.558,694.85,707,125.63,130.04,18.617,17913,3.861,28.743,17929,16.98,58.801,51.454,11.254,3.917,372.35,389.38,80.246,74.262,10.45,9345.9,4.504,24.377,12316,16.864,160.53,848.75,6.624,2.504,425.07,2034.2,59.537,65.331
